file_name,district,facility,drug_name,date,transaction_type,transacting_party,receipt,issuance,adjustment,stock_balance,units
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,5/21/09,Issuance,,NA,30,NA,120,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,5/29/09,Issuance,,NA,30,NA,90,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,5/30/09,Physical Count,,NA,NA,NA,90,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,6/21/09,Receipt,,120,NA,NA,210,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,6/26/09,Physical Count,,NA,NA,NA,210,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,6/30/09,Physical Count,,NA,NA,NA,210,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,7/9/09,Issuance,,NA,30,NA,180,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,7/14/09,Receipt,,30,NA,NA,210,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,7/31/09,Physical Count,,NA,NA,NA,210,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,8/4/09,Physical Count,,NA,NA,NA,210,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,8/25/09,Physical Count,,NA,NA,NA,210,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,8/31/09,Physical Count,,NA,NA,NA,210,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,9/8/09,Issuance,,NA,30,NA,180,
Kalulu-23-10-09-Artemether Lumefantrine 24s-1,mungwi,Kalulu (Mungwi),Coartem 24,9/22/09,Physical Count,,NA,NA,NA,180,
Kalulu-23-10-09-Artemether Lumefantrine 24s-2,mungwi,Kalulu (Mungwi),Coartem 24,9/30/09,Physical Count,,NA,NA,NA,180,
Kalulu-23-10-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,9/21/09,Issuance,,NA,30,NA,90,
Kalulu-23-10-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,9/22/09,Physical Count,,NA,NA,NA,90,
Kalulu-23-10-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,9/30/09,Physical Count,,NA,NA,NA,90,
Kalulu-25-08-09-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,5/13/09,Physical Count,,NA,NA,NA,30,
Kalulu-25-08-09-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,5/16/09,Receipt,,120,NA,NA,150,
Kalulu-25-08-09-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,5/21/09,Issuance,,NA,30,NA,120,
Kalulu-25-08-09-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,5/27/09,Issuance,,NA,30,NA,90,
Kalulu-25-08-09-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,5/30/09,Physical Count,,NA,NA,NA,90,
Kalulu-25-08-09-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,6/21/09,Receipt,,120,NA,NA,210,
Kalulu-25-08-09-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,6/26/09,Physical Count,,NA,NA,NA,210,
Kalulu-25-08-09-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,6/30/09,Physical Count,,NA,NA,NA,210,
Kalulu-25-08-09-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,7/9/09,Issuance,,NA,30,NA,180,
Kalulu-25-08-09-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,7/14/09,Receipt,,30,NA,NA,210,
Kalulu-25-08-09-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,7/31/09,Physical Count,,NA,NA,NA,210,
Kalulu-25-08-09-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,8/4/09,Physical Count,,NA,NA,NA,210,
Kalulu-25-08-09-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,5/13/09,Physical Count,,NA,NA,NA,60,
Kalulu-25-08-09-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,5/16/09,Receipt,,120,NA,NA,180,
Kalulu-25-08-09-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,5/23/09,Issuance,,NA,30,NA,150,
Kalulu-25-08-09-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,5/30/09,Physical Count,,NA,NA,NA,150,
Kalulu-25-08-09-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,6/21/09,Receipt,,120,NA,NA,300,
Kalulu-25-08-09-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,6/26/09,Physical Count,,NA,NA,NA,300,
Kalulu-25-08-09-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,6/26/09,Issuance,,NA,30,NA,270,
Kalulu-25-08-09-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,6/30/09,Physical Count,,NA,NA,NA,270,
Kalulu-25-08-09-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,7/31/09,Physical Count,,NA,NA,NA,270,
Kalulu-25-08-09-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,8/4/09,Physical Count,,NA,NA,NA,270,
Kalulu-25-08-09-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,5/13/09,Physical Count,,NA,NA,NA,30,
Kalulu-25-08-09-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,5/16/09,Receipt,,120,NA,NA,150,
Kalulu-25-08-09-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,5/21/09,Issuance,,NA,30,NA,120,
Kalulu-25-08-09-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,5/29/09,Issuance,,NA,30,NA,90,
Kalulu-25-08-09-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,5/30/09,Physical Count,,NA,NA,NA,90,
Kalulu-25-08-09-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,6/21/09,Receipt,,120,NA,NA,210,
Kalulu-25-08-09-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,6/26/09,Physical Count,,NA,NA,NA,210,
Kalulu-25-08-09-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,6/30/09,Physical Count,,NA,NA,NA,210,
Kalulu-25-08-09-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,7/9/09,Issuance,,NA,30,NA,180,
Kalulu-25-08-09-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,7/14/09,Receipt,,30,NA,NA,210,
Kalulu-25-08-09-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,7/31/09,Physical Count,,NA,NA,NA,210,
Kalulu-25-08-09-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,8/4/09,Physical Count,,NA,NA,NA,210,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,5/13/09,Physical Count,,NA,NA,NA,60,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,5/16/09,Receipt,,30,NA,NA,90,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,5/22/09,Issuance,,NA,30,NA,60,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,5/28/09,Issuance,,NA,30,NA,30,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,5/30/09,Physical Count,,NA,NA,NA,30,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,6/15/09,Issuance,,NA,30,NA,0,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,6/21/09,Receipt,,60,NA,NA,60,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,6/26/09,Physical Count,,NA,NA,NA,60,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,6/30/09,Physical Count,,NA,NA,NA,60,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,7/9/09,Issuance,,NA,30,NA,30,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,7/14/09,Receipt,,120,NA,NA,150,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,7/21/09,Physical Count,,NA,NA,NA,150,
Kalulu-25-08-09-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,,Physical Count,,NA,NA,NA,150,
Kalulu-26-6-2009-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,5/13/09,Physical Count,,NA,NA,NA,30,
Kalulu-26-6-2009-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,5/16/09,Receipt,,120,NA,NA,150,
Kalulu-26-6-2009-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,5/21/09,Issuance,,NA,30,NA,120,
Kalulu-26-6-2009-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,5/27/09,Issuance,,NA,30,NA,90,
Kalulu-26-6-2009-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,5/30/09,Physical Count,,NA,NA,NA,90,
Kalulu-26-6-2009-Artemether Lumefantrine 12s,mungwi,Kalulu (Mungwi),Coartem 12,6/21/09,Receipt,,120,NA,NA,210,
Kalulu-26-6-2009-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,5/13/09,Physical Count,,NA,NA,NA,60,
Kalulu-26-6-2009-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,5/16/09,Receipt,,120,NA,NA,180,
Kalulu-26-6-2009-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,5/23/09,Issuance,,NA,30,NA,150,
Kalulu-26-6-2009-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,5/30/09,Physical Count,,NA,NA,NA,150,
Kalulu-26-6-2009-Artemether Lumefantrine 18s,mungwi,Kalulu (Mungwi),Coartem 18,6/21/09,Receipt,,180,NA,NA,330,
Kalulu-26-6-2009-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,5/13/09,Physical Count,,NA,NA,NA,30,
Kalulu-26-6-2009-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,5/16/09,Receipt,,120,NA,NA,150,
Kalulu-26-6-2009-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,5/21/09,Issuance,,NA,30,NA,120,
Kalulu-26-6-2009-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,5/29/09,Issuance,,NA,30,NA,90,
Kalulu-26-6-2009-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,5/30/09,Physical Count,,NA,NA,NA,90,
Kalulu-26-6-2009-Artemether Lumefantrine 24s,mungwi,Kalulu (Mungwi),Coartem 24,6/21/09,Receipt,,120,NA,NA,210,
Kalulu-26-6-2009-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,5/13/09,Physical Count,,NA,NA,NA,60,
Kalulu-26-6-2009-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,5/16/09,Receipt,,30,NA,NA,90,
Kalulu-26-6-2009-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,5/22/09,Issuance,,NA,30,NA,60,
Kalulu-26-6-2009-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,5/28/09,Issuance,,NA,30,NA,30,
Kalulu-26-6-2009-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,5/30/09,Physical Count,,NA,NA,NA,30,
Kalulu-26-6-2009-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,6/15/09,Issuance,,NA,30,NA,0,
Kalulu-26-6-2009-Artemether Lumefantrine 6s,mungwi,Kalulu (Mungwi),Coartem 6,6/21/09,Receipt,,60,NA,NA,60,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,12/31/08,Physical Count,,NA,NA,NA,0,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,1/7/09,Receipt,,90,NA,NA,90,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,1/7/09,Issuance,DISP,NA,30,NA,60,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,1/31/09,Physical Count,,NA,NA,NA,60,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,2/21/09,Issuance,DISP,NA,30,NA,30,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,2/28/09,Physical Count,,NA,NA,NA,30,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,3/31/09,Physical Count,,NA,NA,NA,30,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,4/7/09,Receipt,,120,NA,NA,150,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,4/11/09,Issuance,CHW,NA,30,NA,120,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,4/24/09,Issuance,DISP,NA,30,NA,90,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,4/30/09,Physical Count,,NA,NA,NA,90,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,5/16/09,Receipt,,150,NA,NA,240,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,5/19/09,Issuance,CHW,NA,30,NA,210,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,5/19/09,Issuance,CHW,NA,30,NA,180,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,5/23/09,Issuance,CHW,NA,30,NA,150,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,5/24/09,Issuance,CHW,NA,30,NA,120,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,5/24/09,Issuance,CHW,NA,30,NA,90,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,5/31/09,Physical Count,,NA,NA,NA,90,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,6/22/09,Adjustment,,NA,NA,-60,30,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,6/23/09,Receipt,,150,NA,NA,180,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,6/30/09,Physical Count,,NA,NA,NA,180,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,7/4/09,Issuance,CHW,NA,30,NA,150,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,7/30/09,Physical Count,,NA,NA,NA,150,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,7/31/09,Physical Count,,NA,NA,NA,150,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,7/31/09,Receipt,,180,NA,NA,330,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,8/3/09,Issuance,CHW,NA,150,NA,180,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,8/21/09,Physical Count,,NA,NA,NA,180,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,8/22/09,Receipt,,180,NA,NA,360,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-1,mungwi,Kapolyo (Mungwi),Coartem 12,8/31/09,Physical Count,,NA,NA,NA,360,
Kapolyo-11-09-09-Artemether Lumefantrine 12s-2,mungwi,Kapolyo (Mungwi),Coartem 12,9/11/09,Physical Count,,NA,NA,NA,360,
Kapolyo-11-09-09-Artemether Lumefantrine 18s,mungwi,Kapolyo (Mungwi),Coartem 18,8/3/09,Physical Count,,NA,NA,NA,330,
Kapolyo-11-09-09-Artemether Lumefantrine 18s,mungwi,Kapolyo (Mungwi),Coartem 18,8/3/09,Issuance,,NA,150,NA,180,
Kapolyo-11-09-09-Artemether Lumefantrine 18s,mungwi,Kapolyo (Mungwi),Coartem 18,8/21/09,Physical Count,,NA,NA,NA,180,
Kapolyo-11-09-09-Artemether Lumefantrine 18s,mungwi,Kapolyo (Mungwi),Coartem 18,8/27/09,Receipt,,180,NA,NA,360,
Kapolyo-11-09-09-Artemether Lumefantrine 18s,mungwi,Kapolyo (Mungwi),Coartem 18,8/31/09,Physical Count,,NA,NA,NA,360,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,12/31/08,Physical Count,,NA,NA,NA,120,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,1/14/09,Issuance,DISP,NA,30,NA,90,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,1/31/09,Physical Count,,NA,NA,NA,90,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,2/12/09,Issuance,DISP,NA,30,NA,60,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,2/15/09,Receipt,,60,NA,NA,120,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,2/28/09,Physical Count,,NA,NA,NA,120,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,3/4/09,Issuance,DISP,NA,30,NA,90,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,3/31/09,Physical Count,,NA,NA,NA,90,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,4/1/09,Issuance,DISP,NA,30,NA,60,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,4/23/09,Issuance,DISP,NA,30,NA,30,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,4/30/09,Physical Count,,NA,NA,NA,30,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,5/16/09,Receipt,CHW,300,NA,NA,330,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,5/19/09,Issuance,CHW,NA,30,NA,300,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,5/19/09,Issuance,CHW,NA,30,NA,270,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,5/23/09,Issuance,CHW,NA,30,NA,240,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,5/25/09,Issuance,CHW,NA,30,NA,210,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,5/25/09,Issuance,,NA,30,NA,180,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,5/31/09,Physical Count,,NA,NA,NA,180,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,6/8/09,Issuance,CHW,NA,90,NA,90,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,6/22/09,Physical Count,,NA,NA,NA,90,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,6/23/09,Receipt,,210,NA,NA,300,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,6/27/09,Issuance,,NA,30,NA,270,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,6/30/09,Physical Count,,NA,NA,NA,270,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,7/4/09,Issuance,CHW,NA,30,NA,240,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,7/30/09,Physical Count,,NA,NA,NA,240,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,7/31/09,Physical Count,,NA,NA,NA,240,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,7/31/09,Receipt,,180,NA,NA,420,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,8/3/09,Issuance,CHW,NA,150,NA,270,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-1,mungwi,Kapolyo (Mungwi),Coartem 24,8/15/09,Issuance,DISP,NA,30,NA,240,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-2,mungwi,Kapolyo (Mungwi),Coartem 24,8/15/09,Physical Count,,NA,NA,NA,240,
Kapolyo-11-09-09-Artemether Lumefantrine 24s-2,mungwi,Kapolyo (Mungwi),Coartem 24,8/27/09,Physical Count,,NA,NA,NA,240,
Kapolyo-11-09-09-Artemether Lumefantrine 6s,mungwi,Kapolyo (Mungwi),Coartem 6,6/30/09,Physical Count,,NA,NA,NA,90,
Kapolyo-11-09-09-Artemether Lumefantrine 6s,mungwi,Kapolyo (Mungwi),Coartem 6,7/21/09,Issuance,,NA,30,NA,60,
Kapolyo-11-09-09-Artemether Lumefantrine 6s,mungwi,Kapolyo (Mungwi),Coartem 6,7/30/09,Physical Count,,NA,NA,NA,60,
Kapolyo-11-09-09-Artemether Lumefantrine 6s,mungwi,Kapolyo (Mungwi),Coartem 6,7/31/09,Physical Count,,NA,NA,NA,60,
Kapolyo-11-09-09-Artemether Lumefantrine 6s,mungwi,Kapolyo (Mungwi),Coartem 6,8/21/09,Physical Count,,NA,NA,NA,60,
Kapolyo-11-09-09-Artemether Lumefantrine 6s,mungwi,Kapolyo (Mungwi),Coartem 6,9/22/09,Receipt,,150,NA,NA,210,
Kapolyo-11-09-09-Artemether Lumefantrine 6s,mungwi,Kapolyo (Mungwi),Coartem 6,8/20/09,Issuance,,NA,30,NA,180,
Kapolyo-11-09-09-Artemether Lumefantrine 6s,mungwi,Kapolyo (Mungwi),Coartem 6,8/31/09,Physical Count,,NA,NA,NA,180,
Kapolyo-14-5-2009-Artemether Lumefantrine 12s,mungwi,Kapolyo (Mungwi),Coartem 12,12/31/08,Physical Count,,NA,NA,NA,0,
Kapolyo-14-5-2009-Artemether Lumefantrine 12s,mungwi,Kapolyo (Mungwi),Coartem 12,1/7/09,Receipt,,90,NA,NA,90,
Kapolyo-14-5-2009-Artemether Lumefantrine 12s,mungwi,Kapolyo (Mungwi),Coartem 12,1/7/09,Issuance,,NA,30,NA,60,
Kapolyo-14-5-2009-Artemether Lumefantrine 12s,mungwi,Kapolyo (Mungwi),Coartem 12,1/31/09,Physical Count,,NA,NA,NA,60,
Kapolyo-14-5-2009-Artemether Lumefantrine 12s,mungwi,Kapolyo (Mungwi),Coartem 12,2/21/09,Issuance,,NA,30,NA,30,
Kapolyo-14-5-2009-Artemether Lumefantrine 12s,mungwi,Kapolyo (Mungwi),Coartem 12,2/23/09,Physical Count,,NA,NA,NA,30,
Kapolyo-14-5-2009-Artemether Lumefantrine 12s,mungwi,Kapolyo (Mungwi),Coartem 12,3/31/09,Physical Count,,NA,NA,NA,30,
Kapolyo-14-5-2009-Artemether Lumefantrine 12s,mungwi,Kapolyo (Mungwi),Coartem 12,4/7/09,Receipt,,120,NA,NA,150,
Kapolyo-14-5-2009-Artemether Lumefantrine 12s,mungwi,Kapolyo (Mungwi),Coartem 12,4/11/09,Issuance,,NA,30,NA,120,
Kapolyo-14-5-2009-Artemether Lumefantrine 12s,mungwi,Kapolyo (Mungwi),Coartem 12,4/24/09,Issuance,,NA,30,NA,90,
Kapolyo-14-5-2009-Artemether Lumefantrine 12s,mungwi,Kapolyo (Mungwi),Coartem 12,4/30/09,Physical Count,,NA,NA,NA,90,
Kapolyo-14-5-2009-Artemether Lumefantrine 18s,mungwi,Kapolyo (Mungwi),Coartem 18,10/10/08,Receipt,,3,NA,NA,3,
Kapolyo-14-5-2009-Artemether Lumefantrine 18s,mungwi,Kapolyo (Mungwi),Coartem 18,10/30/08,Physical Count,,NA,NA,NA,3,
Kapolyo-14-5-2009-Artemether Lumefantrine 18s,mungwi,Kapolyo (Mungwi),Coartem 18,11/30/08,Physical Count,,NA,NA,NA,90,
Kapolyo-14-5-2009-Artemether Lumefantrine 18s,mungwi,Kapolyo (Mungwi),Coartem 18,12/29/08,Issuance,,NA,30,NA,60,
Kapolyo-14-5-2009-Artemether Lumefantrine 18s,mungwi,Kapolyo (Mungwi),Coartem 18,12/31/08,Physical Count,,NA,NA,NA,60,
Kapolyo-14-5-2009-Artemether Lumefantrine 18s,mungwi,Kapolyo (Mungwi),Coartem 18,1/31/09,Physical Count,,NA,NA,NA,60,
